n_tablet,n_llm,n_common,within5,within15,mean_abs_start_err,timed_len_err,errs,lens,cost,file
17,12,12,5.0,10.0,21.9,30.7,"{'listcomp_urd': -100.9, 'letterid_urd': 5.2, 'rdcomp_urd': 3.5, 'listcomp_eng': 14.0, 'pw_eng': 1.2, 'idwrd_eng': -11.3, 'orf_eng': 8.6, 'idnummag': -12.9, 'numrep': 0.0, 'blfluency': -3.9, 'bleffcomp': -98.6, 'wrdpblm': -2.3}","{'listcomp_urd': (6.2, 18.0), 'letterid_urd': (51.9, 66.0), 'rdcomp_urd': (23.5, 30.0), 'listcomp_eng': (1.1, 32.0), 'pw_eng': (65.2, 78.0), 'idwrd_eng': (58.9, 47.0), 'orf_eng': (56.2, 68.0), 'idnummag': (49.7, 39.0), 'numrep': (40.0, 59.0), 'blfluency': (26.0, 129.0), 'bleffcomp': (119.3, 38.0), 'wrdpblm': (4.0, 13.0)}",0.10251625,AA_55913fb1-5a12-42a
13,10,10,2.0,6.0,14.6,9.8,"{'listcomp_urd': 34.4, 'letterid_urd': 3.4, 'idwrd_urd': -9.5, 'listcomp_eng': 31.7, 'letterid_eng': 0.0, 'idnummag': -7.8, 'numrep': 19.2, 'bleffcomp': -24.7, 'wrdpblm': -7.6, 'patterns': -7.9}","{'listcomp_urd': (11.9, 53.0), 'letterid_urd': (61.6, 77.0), 'idwrd_urd': (8.7, 8.0), 'listcomp_eng': (22.1, 61.0), 'letterid_eng': (60.6, 74.0), 'idnummag': (91.9, 65.0), 'numrep': (30.0, 55.0), 'bleffcomp': (15.2, 10.0), 'wrdpblm': (45.7, 59.0), 'patterns': (11.7, 11.0)}",0.07962875,AA_55bff466-ee5d-48f
15,12,12,5.0,9.0,15.2,30.2,"{'listcomp_urd': 15.3, 'letterid_urd': -4.4, 'idwrd_urd': 4.5, 'listcomp_eng': 47.0, 'letterid_eng': -4.8, 'pw_eng': -5.1, 'idwrd_eng': 5.7, 'numrep': -3.3, 'blfluency': 5.6, 'bleffcomp': -81.5, 'wrdpblm': 0.0, 'patterns': -5.4}","{'listcomp_urd': (50.6, 75.0), 'letterid_urd': (71.9, 68.0), 'idwrd_urd': (61.2, 81.0), 'listcomp_eng': (57.0, 116.0), 'letterid_eng': (72.2, 67.0), 'pw_eng': (20.5, 12.0), 'idwrd_eng': (59.9, 105.0), 'numrep': (117.5, 122.0), 'blfluency': (40.2, 139.0), 'bleffcomp': (134.6, 62.0), 'wrdpblm': (81.9, 91.0), 'patterns': (84.9, 112.0)}",0.1434325,AA_577dd2ed-5436-421
17,14,14,2.0,8.0,24.3,23.1,"{'listcomp_urd': 37.3, 'letterid_urd': -15.6, 'idwrd_urd': 3.3, 'orf_urd': 29.2, 'rdcomp_urd': -14.3, 'listcomp_eng': 55.5, 'letterid_eng': -10.7, 'pw_eng': -6.4, 'idwrd_eng': -8.6, 'orf_eng': 0.0, 'rdcomp_eng': -13.7, 'idnummag': 7.0, 'bleffcomp': -102.7, 'wrdpblm': 36.0}","{'listcomp_urd': (42.4, 102.0), 'letterid_urd': (45.9, 45.0), 'idwrd_urd': (23.6, 68.0), 'orf_urd': (27.9, 80.0), 'rdcomp_urd': (68.2, 76.0), 'listcomp_eng': (56.5, 130.0), 'letterid_eng': (47.3, 56.0), 'pw_eng': (38.2, 55.0), 'idwrd_eng': (24.5, 37.0), 'orf_eng': (36.4, 63.0), 'rdcomp_eng': (12.5, 20.0), 'idnummag': (78.8, 102.0), 'bleffcomp': (137.2, 14.0), 'wrdpblm': (84.5, 142.0)}",0.08464625,AA_5d26dbc5-d348-4c6
15,15,14,7.0,10.0,20.6,14.2,"{'listcomp_urd': 40.7, 'letterid_urd': 6.3, 'idwrd_urd': -1.2, 'orf_urd': 2.7, 'rdcomp_urd': 3.4, 'listcomp_eng': 62.3, 'letterid_eng': 0.0, 'pw_eng': -1.7, 'idwrd_eng': -1.9, 'idnummag': -9.2, 'numrep': 26.4, 'bleffcomp': -123.2, 'wrdpblm': -1.7, 'patterns': -7.8}","{'listcomp_urd': (19.4, 72.0), 'letterid_urd': (59.2, 75.0), 'idwrd_urd': (60.1, 75.0), 'orf_urd': (43.3, 56.0), 'rdcomp_urd': (29.2, 42.0), 'listcomp_eng': (67.7, 136.0), 'letterid_eng': (62.2, 83.0), 'pw_eng': (7.0, 15.0), 'idwrd_eng': (60.8, 74.0), 'idnummag': (91.0, 66.0), 'numrep': (60.5, 94.0), 'bleffcomp': (198.8, 91.0), 'wrdpblm': (97.6, 104.0), 'patterns': (73.4, 73.0)}",0.11515875,AA_5d2c0d0d-94a3-4cd
17,17,17,12.0,14.0,10.6,16.6,"{'listcomp_urd': 37.7, 'letterid_urd': -0.2, 'idwrd_urd': -1.2, 'orf_urd': 8.5, 'rdcomp_urd': 0.1, 'listcomp_eng': 43.6, 'letterid_eng': -1.5, 'pw_eng': -0.6, 'idwrd_eng': -0.0, 'orf_eng': 11.3, 'rdcomp_eng': 0.0, 'idnummag': -4.2, 'numrep': -0.1, 'blfluency': 5.0, 'bleffcomp': -62.9, 'wrdpblm': 2.8, 'patterns': 0.1}","{'listcomp_urd': (17.0, 59.0), 'letterid_urd': (62.2, 65.0), 'idwrd_urd': (30.6, 36.0), 'orf_urd': (32.2, 46.0), 'rdcomp_urd': (33.2, 34.0), 'listcomp_eng': (31.5, 77.0), 'letterid_eng': (61.1, 62.0), 'pw_eng': (58.6, 64.0), 'idwrd_eng': (43.2, 50.0), 'orf_eng': (43.9, 63.0), 'rdcomp_eng': (35.5, 38.0), 'idnummag': (58.8, 62.0), 'numrep': (59.3, 64.0), 'blfluency': (52.3, 131.0), 'bleffcomp': (29.8, 355.0), 'wrdpblm': (159.1, 169.0), 'patterns': (64.4, 67.0)}",0.10829,AA_5dce002b-57cd-4c9
17,14,14,6.0,11.0,9.2,22.0,"{'listcomp_urd': 22.1, 'letterid_urd': -2.3, 'idwrd_urd': -0.1, 'orf_urd': 0.0, 'rdcomp_urd': -11.4, 'listcomp_eng': 28.2, 'letterid_eng': -4.4, 'pw_eng': -5.6, 'idwrd_eng': -2.1, 'orf_eng': 1.5, 'idnummag': -11.7, 'numrep': 22.9, 'blfluency': 10.6, 'wrdpblm': 5.4}","{'listcomp_urd': (15.5, 45.0), 'letterid_urd': (63.2, 70.0), 'idwrd_urd': (27.9, 40.0), 'orf_urd': (22.9, 41.0), 'rdcomp_urd': (31.4, 32.0), 'listcomp_eng': (25.7, 61.0), 'letterid_eng': (46.1, 54.0), 'pw_eng': (47.7, 53.0), 'idwrd_eng': (35.5, 45.0), 'orf_eng': (40.1, 56.0), 'idnummag': (123.9, 137.0), 'numrep': (16.2, 81.0), 'blfluency': (29.5, 130.0), 'wrdpblm': (69.8, 84.0)}",0.08688,AA_5e864c07-25df-4cc
15,3,3,1.0,1.0,16.4,46.9,"{'letterid_urd': 0.0, 'idwrd_urd': -17.7, 'orf_urd': 31.5}","{'letterid_urd': (46.6, 65.0), 'idwrd_urd': (135.8, 117.0), 'orf_urd': (147.5, 44.0)}",0.046335,AA_5f48be27-6ed5-42e
15,15,14,5.0,9.0,21.1,21.5,"{'listcomp_urd': 35.5, 'letterid_urd': -8.8, 'idwrd_urd': -1.8, 'listcomp_eng': 31.7, 'letterid_eng': -13.7, 'pw_eng': -10.4, 'idwrd_eng': 5.7, 'orf_eng': 20.8, 'idnummag': -52.5, 'numrep': 0.3, 'blfluency': -3.0, 'bleffcomp': 110.7, 'wrdpblm': 0.0, 'patterns': -0.5}","{'listcomp_urd': (23.9, 75.0), 'letterid_urd': (60.1, 67.0), 'idwrd_urd': (37.6, 58.0), 'listcomp_eng': (9.8, 59.0), 'letterid_eng': (67.7, 80.0), 'pw_eng': (181.0, 201.0), 'idwrd_eng': (34.8, 58.0), 'orf_eng': (187.5, 227.0), 'idnummag': (104.0, 72.0), 'numrep': (24.8, 64.0), 'blfluency': (37.6, 66.0), 'bleffcomp': (8.6, 133.0), 'wrdpblm': (0.4, 19.0), 'patterns': (65.7, 84.0)}",0.084245,AA_62299df1-9cd3-496
13,5,5,2.0,4.0,23.9,9.3,"{'listcomp_urd': 90.1, 'letterid_urd': 0.0, 'letterid_eng': -13.5, 'idnummag': 4.0, 'patterns': -11.9}","{'listcomp_urd': (20.6, 125.0), 'letterid_urd': (90.6, 104.0), 'letterid_eng': (60.8, 66.0), 'idnummag': (92.5, 95.0), 'patterns': (14.6, 23.0)}",0.04974,AA_63037a7f-dae6-4ca
17,16,16,3.0,12.0,15.5,16.7,"{'listcomp_urd': 27.1, 'letterid_urd': -14.4, 'idwrd_urd': -14.4, 'orf_urd': 0.5, 'rdcomp_urd': -10.7, 'listcomp_eng': 22.4, 'letterid_eng': -11.5, 'pw_eng': 1.7, 'idwrd_eng': 7.0, 'orf_eng': 10.0, 'rdcomp_eng': -7.8, 'idnummag': -79.8, 'numrep': 22.1, 'bleffcomp': 0.0, 'wrdpblm': -9.4, 'patterns': -8.5}","{'listcomp_urd': (24.7, 69.0), 'letterid_urd': (61.2, 69.0), 'idwrd_urd': (155.6, 163.0), 'orf_urd': (183.2, 212.0), 'rdcomp_urd': (27.4, 38.0), 'listcomp_eng': (0.3, 70.0), 'letterid_eng': (71.9, 78.0), 'pw_eng': (193.3, 211.0), 'idwrd_eng': (188.2, 212.0), 'orf_eng': (187.7, 213.0), 'rdcomp_eng': (30.4, 47.0), 'idnummag': (132.5, 73.0), 'numrep': (0.6, 66.0), 'bleffcomp': (44.6, 66.0), 'wrdpblm': (106.1, 119.0), 'patterns': (98.9, 113.0)}",0.1030775,AA_68b78def-9aaa-4e3
13,15,13,10.0,10.0,15.1,18.2,"{'listcomp_urd': 42.1, 'letterid_urd': 2.7, 'idwrd_urd': 0.0, 'listcomp_eng': -1.2, 'letterid_eng': -0.1, 'pw_eng': -0.7, 'idwrd_eng': -3.9, 'idnummag': 72.6, 'numrep': 1.8, 'blfluency': 1.6, 'bleffcomp': -64.9, 'wrdpblm': 3.0, 'patterns': -2.1}","{'listcomp_urd': (21.1, 66.0), 'letterid_urd': (64.0, 74.0), 'idwrd_urd': (17.9, 23.0), 'listcomp_eng': (52.7, 63.0), 'letterid_eng': (61.4, 67.0), 'pw_eng': (15.1, 24.0), 'idwrd_eng': (194.5, 198.0), 'idnummag': (30.1, 107.0), 'numrep': (177.4, 184.0), 'blfluency': (56.7, 133.0), 'bleffcomp': (91.6, 31.0), 'wrdpblm': (39.5, 53.0), 'patterns': (60.4, 65.0)}",0.09275125,AA_69691a12-deef-4dd
13,11,11,5.0,9.0,20.3,24.5,"{'listcomp_urd': 92.1, 'letterid_urd': -2.1, 'idwrd_urd': 0.0, 'listcomp_eng': 89.7, 'letterid_eng': 8.2, 'idwrd_eng': 6.4, 'idnummag': 5.6, 'numrep': -4.9, 'bleffcomp': -3.6, 'wrdpblm': -6.5, 'patterns': -4.6}","{'listcomp_urd': (17.5, 122.0), 'letterid_urd': (60.4, 69.0), 'idwrd_urd': (74.5, 28.0), 'listcomp_eng': (13.0, 112.0), 'letterid_eng': (7.3, 48.0), 'idwrd_eng': (23.7, 26.0), 'idnummag': (72.5, 86.0), 'numrep': (67.4, 69.0), 'bleffcomp': (12.0, 21.0), 'wrdpblm': (18.7, 38.0), 'patterns': (13.5, 20.0)}",0.0686875,AA_6b23e6a2-c3d5-475
17,14,14,7.0,10.0,34.4,28.6,"{'listcomp_urd': -6.8, 'letterid_urd': 0.0, 'idwrd_urd': 2.8, 'orf_urd': -44.9, 'rdcomp_urd': 3.9, 'listcomp_eng': 12.3, 'letterid_eng': -7.4, 'orf_eng': -44.6, 'rdcomp_eng': -3.5, 'idnummag': 3.4, 'numrep': 34.7, 'bleffcomp': 0.9, 'wrdpblm': -3.8, 'patterns': -311.9}","{'listcomp_urd': (10.4, 31.0), 'letterid_urd': (68.0, 70.0), 'idwrd_urd': (49.6, 99.0), 'orf_urd': (160.0, 118.0), 'rdcomp_urd': (21.8, 29.0), 'listcomp_eng': (4.9, 36.0), 'letterid_eng': (83.0, 66.0), 'orf_eng': (92.8, 60.0), 'rdcomp_eng': (36.2, 30.0), 'idnummag': (22.7, 57.0), 'numrep': (2.8, 56.0), 'bleffcomp': (26.5, 59.0), 'wrdpblm': (6.1, 22.0), 'patterns': (10.0, 15.0)}",0.124185,AA_6d4a8671-522e-4cc
13,7,7,3.0,4.0,31.1,,"{'listcomp_urd': 94.9, 'listcomp_eng': 87.8, 'idnummag': -12.9, 'numrep': -4.5, 'bleffcomp': 15.3, 'wrdpblm': 0.0, 'patterns': -2.2}","{'listcomp_urd': (62.8, 180.0), 'listcomp_eng': (44.5, 152.0), 'idnummag': (105.3, 112.0), 'numrep': (154.7, 172.0), 'bleffcomp': (49.6, 83.0), 'wrdpblm': (150.4, 170.0), 'patterns': (97.3, 116.0)}",0.09519625,AA_6eb8713d-8fdc-4f2
17,4,4,2.0,2.0,64.1,23.3,"{'orf_urd': 0.0, 'letterid_eng': -2.2, 'pw_eng': 168.8, 'idwrd_eng': -85.3}","{'orf_urd': (57.7, 66.0), 'letterid_eng': (43.4, 43.0), 'pw_eng': (82.7, 78.0), 'idwrd_eng': (162.7, 83.0)}",0.09242875,AA_6f02809d-d960-4d3
13,14,12,6.0,7.0,27.4,38.0,"{'listcomp_urd': 66.2, 'letterid_urd': 0.0, 'idwrd_urd': -2.1, 'listcomp_eng': 68.1, 'letterid_eng': -2.2, 'idwrd_eng': 29.3, 'idnummag': -57.5, 'numrep': 4.1, 'blfluency': 7.3, 'bleffcomp': -88.7, 'wrdpblm': -1.4, 'patterns': -1.6}","{'listcomp_urd': (39.9, 115.0), 'letterid_urd': (62.2, 67.0), 'idwrd_urd': (13.6, 26.0), 'listcomp_eng': (37.9, 106.0), 'letterid_eng': (101.3, 66.0), 'idwrd_eng': (152.2, 189.0), 'idnummag': (122.2, 70.0), 'numrep': (92.8, 101.0), 'blfluency': (45.1, 146.0), 'bleffcomp': (109.7, 35.0), 'wrdpblm': (108.7, 109.0), 'patterns': (29.3, 35.0)}",0.08915875,AA_6f2e975a-3208-448
13,9,9,1.0,5.0,17.5,28.2,"{'listcomp_urd': 28.6, 'letterid_urd': -18.4, 'idwrd_urd': -11.4, 'listcomp_eng': 46.0, 'letterid_eng': -19.7, 'idnummag': 0.0, 'blfluency': -10.6, 'wrdpblm': 14.7, 'patterns': 7.7}","{'listcomp_urd': (28.2, 78.0), 'letterid_urd': (57.9, 65.0), 'idwrd_urd': (38.6, 29.0), 'listcomp_eng': (25.2, 96.0), 'letterid_eng': (121.3, 66.0), 'idnummag': (29.8, 56.0), 'blfluency': (100.1, 141.0), 'wrdpblm': (79.5, 114.0), 'patterns': (31.0, 63.0)}",0.08955125,AA_72720d37-958f-4af
13,13,12,7.0,11.0,38.0,13.8,"{'listcomp_urd': 411.2, 'letterid_urd': 11.8, 'idwrd_urd': 4.1, 'listcomp_eng': -3.0, 'letterid_eng': 1.3, 'pw_eng': 0.0, 'idnummag': -7.4, 'numrep': -0.1, 'blfluency': 9.2, 'bleffcomp': -6.1, 'wrdpblm': -1.5, 'patterns': -0.4}","{'listcomp_urd': (28.3, 442.0), 'letterid_urd': (48.5, 67.0), 'idwrd_urd': (46.6, 31.0), 'listcomp_eng': (44.0, 49.0), 'letterid_eng': (60.2, 64.0), 'pw_eng': (21.2, 26.0), 'idnummag': (23.1, 18.0), 'numrep': (87.1, 89.0), 'blfluency': (37.7, 64.0), 'bleffcomp': (15.5, 11.0), 'wrdpblm': (40.3, 41.0), 'patterns': (97.4, 99.0)}",0.10752875,AA_731980f2-fda7-482
17,12,12,6.0,7.0,39.3,59.9,"{'listcomp_urd': 78.3, 'letterid_urd': 1.3, 'orf_urd': -196.1, 'rdcomp_urd': -3.3, 'listcomp_eng': 52.8, 'letterid_eng': -4.3, 'pw_eng': 0.9, 'idnummag': 0.0, 'numrep': -6.4, 'bleffcomp': -79.9, 'wrdpblm': 4.3, 'patterns': -44.1}","{'listcomp_urd': (29.2, 121.0), 'letterid_urd': (71.4, 80.0), 'orf_urd': (395.0, 213.0), 'rdcomp_urd': (46.9, 54.0), 'listcomp_eng': (38.2, 99.0), 'letterid_eng': (70.0, 73.0), 'pw_eng': (160.9, 207.0), 'idnummag': (74.8, 96.0), 'numrep': (44.6, 67.0), 'bleffcomp': (104.5, 39.0), 'wrdpblm': (33.7, 87.0), 'patterns': (101.5, 70.0)}",0.144585,AA_7383689c-5655-418
13,6,5,1.0,1.0,39.6,51.3,"{'listcomp_urd': 128.3, 'letterid_urd': -22.7, 'letterid_eng': 0.0, 'pw_eng': 29.1, 'idwrd_eng': -18.1}","{'listcomp_urd': (66.5, 223.0), 'letterid_urd': (58.3, 77.0), 'letterid_eng': (79.5, 100.0), 'pw_eng': (19.6, 128.0), 'idwrd_eng': (135.5, 193.0)}",0.10144625,AA_75469b92-e2a1-44e
17,17,17,6.0,11.0,13.4,22.7,"{'listcomp_urd': 40.6, 'letterid_urd': 28.4, 'idwrd_urd': -2.4, 'orf_urd': 6.9, 'rdcomp_urd': 0.0, 'listcomp_eng': 46.5, 'letterid_eng': -3.4, 'pw_eng': -2.7, 'idwrd_eng': -3.8, 'orf_eng': 21.7, 'rdcomp_eng': -6.5, 'idnummag': -14.2, 'numrep': 8.2, 'blfluency': 15.8, 'bleffcomp': -15.5, 'wrdpblm': 8.0, 'patterns': -2.7}","{'listcomp_urd': (25.4, 73.0), 'letterid_urd': (61.1, 102.0), 'idwrd_urd': (28.9, 39.0), 'orf_urd': (31.0, 52.0), 'rdcomp_urd': (35.0, 44.0), 'listcomp_eng': (67.0, 122.0), 'letterid_eng': (44.8, 63.0), 'pw_eng': (50.2, 62.0), 'idwrd_eng': (40.1, 48.0), 'orf_eng': (43.3, 78.0), 'rdcomp_eng': (53.1, 63.0), 'idnummag': (68.5, 63.0), 'numrep': (86.3, 109.0), 'blfluency': (117.7, 155.0), 'bleffcomp': (19.7, 73.0), 'wrdpblm': (132.8, 150.0), 'patterns': (72.9, 60.0)}",0.15220625,AA_788dfa6a-d7ba-413
13,8,8,5.0,7.0,5.3,43.5,"{'letterid_urd': -4.3, 'idwrd_urd': 1.1, 'letterid_eng': -5.2, 'idnummag': -9.8, 'blfluency': -18.0, 'bleffcomp': 2.9, 'wrdpblm': 0.0, 'patterns': 1.4}","{'letterid_urd': (66.0, 70.0), 'idwrd_urd': (65.9, 36.0), 'letterid_eng': (201.7, 69.0), 'idnummag': (50.7, 27.0), 'blfluency': (77.2, 70.0), 'bleffcomp': (17.6, 41.0), 'wrdpblm': (56.2, 83.0), 'patterns': (11.6, 42.0)}",0.05404875,AA_7a35917e-6b9d-418
15,16,15,8.0,11.0,17.0,25.6,"{'listcomp_urd': 76.5, 'letterid_urd': -3.3, 'idwrd_urd': 8.2, 'orf_urd': 5.8, 'rdcomp_urd': -5.4, 'listcomp_eng': 48.6, 'letterid_eng': -2.1, 'pw_eng': 1.0, 'idwrd_eng': 0.0, 'idnummag': -3.3, 'numrep': 0.0, 'blfluency': 27.8, 'bleffcomp': -67.6, 'wrdpblm': -4.4, 'patterns': -0.5}","{'listcomp_urd': (50.1, 133.0), 'letterid_urd': (59.4, 65.0), 'idwrd_urd': (15.5, 33.0), 'orf_urd': (117.9, 130.0), 'rdcomp_urd': (44.3, 52.0), 'listcomp_eng': (29.0, 82.0), 'letterid_eng': (62.5, 69.0), 'pw_eng': (7.1, 23.0), 'idwrd_eng': (14.8, 27.0), 'idnummag': (31.0, 32.0), 'numrep': (113.3, 118.0), 'blfluency': (46.3, 156.0), 'bleffcomp': (61.8, 17.0), 'wrdpblm': (86.6, 89.0), 'patterns': (59.6, 66.0)}",0.103835,AA_7ad7b97a-d69d-416
17,0,0,,,,,,,,AA_7b57c360-ced9-43e
17,17,17,12.0,13.0,10.7,11.4,"{'listcomp_urd': 46.5, 'letterid_urd': -0.2, 'idwrd_urd': -0.4, 'orf_urd': 4.4, 'rdcomp_urd': -3.1, 'listcomp_eng': 39.5, 'letterid_eng': 5.0, 'pw_eng': 0.1, 'idwrd_eng': 0.0, 'orf_eng': 6.5, 'rdcomp_eng': 48.4, 'idnummag': -2.8, 'numrep': -4.1, 'blfluency': -0.3, 'bleffcomp': -17.2, 'wrdpblm': 0.8, 'patterns': -2.9}","{'listcomp_urd': (22.4, 74.0), 'letterid_urd': (58.6, 64.0), 'idwrd_urd': (37.1, 45.0), 'orf_urd': (31.0, 44.0), 'rdcomp_urd': (27.5, 30.0), 'listcomp_eng': (52.1, 98.0), 'letterid_eng': (57.0, 66.0), 'pw_eng': (4.9, 19.0), 'idwrd_eng': (43.7, 39.0), 'orf_eng': (39.6, 55.0), 'rdcomp_eng': (35.0, 88.0), 'idnummag': (67.5, 69.0), 'numrep': (89.3, 92.0), 'blfluency': (91.1, 113.0), 'bleffcomp': (61.1, 49.0), 'wrdpblm': (75.7, 81.0), 'patterns': (76.8, 78.0)}",0.0934875,AA_7e082938-042e-46a
17,17,17,8.0,13.0,17.5,23.8,"{'listcomp_urd': 59.3, 'letterid_urd': -7.6, 'idwrd_urd': 3.1, 'orf_urd': 3.8, 'rdcomp_urd': 43.7, 'listcomp_eng': 63.5, 'letterid_eng': -4.2, 'pw_eng': -7.9, 'idwrd_eng': -7.8, 'orf_eng': 3.7, 'rdcomp_eng': 0.0, 'idnummag': -6.5, 'numrep': -4.7, 'blfluency': 5.9, 'bleffcomp': -71.3, 'wrdpblm': -1.0, 'patterns': 4.3}","{'listcomp_urd': (42.8, 115.0), 'letterid_urd': (74.5, 70.0), 'idwrd_urd': (185.1, 201.0), 'orf_urd': (214.6, 205.0), 'rdcomp_urd': (36.2, 94.0), 'listcomp_eng': (31.6, 116.0), 'letterid_eng': (60.8, 76.0), 'pw_eng': (182.8, 190.0), 'idwrd_eng': (187.4, 197.0), 'orf_eng': (189.2, 207.0), 'rdcomp_eng': (27.7, 48.0), 'idnummag': (65.5, 74.0), 'numrep': (65.0, 73.0), 'blfluency': (58.3, 169.0), 'bleffcomp': (146.6, 90.0), 'wrdpblm': (146.6, 157.0), 'patterns': (81.8, 97.0)}",0.0992325,AA_7e0f11d6-0031-492
15,3,3,2.0,2.0,26.5,28.9,"{'letterid_urd': 0.0, 'idwrd_urd': -3.3, 'letterid_eng': 76.2}","{'letterid_urd': (62.8, 86.0), 'idwrd_urd': (90.0, 32.0), 'letterid_eng': (31.6, 37.0)}",0.0345825,AA_7e464fe2-5d7c-408
13,14,13,3.0,9.0,20.2,26.1,"{'listcomp_urd': 58.1, 'letterid_urd': -6.5, 'idwrd_urd': -6.5, 'listcomp_eng': 70.0, 'letterid_eng': -5.8, 'pw_eng': -5.9, 'idwrd_eng': -6.7, 'idnummag': 12.4, 'numrep': 21.0, 'blfluency': 4.6, 'bleffcomp': -64.1, 'wrdpblm': 0.5, 'patterns': 0.0}","{'listcomp_urd': (21.2, 89.0), 'letterid_urd': (68.5, 69.0), 'idwrd_urd': (184.3, 191.0), 'listcomp_eng': (33.2, 114.0), 'letterid_eng': (58.0, 73.0), 'pw_eng': (13.5, 23.0), 'idwrd_eng': (204.8, 166.0), 'idnummag': (41.6, 57.0), 'numrep': (68.3, 99.0), 'blfluency': (56.8, 143.0), 'bleffcomp': (89.7, 39.0), 'wrdpblm': (80.6, 91.0), 'patterns': (59.8, 69.0)}",0.0903775,AA_7f61eb3f-65c7-4fd
13,12,11,1.0,6.0,30.2,17.1,"{'listcomp_urd': 58.1, 'letterid_urd': -8.3, 'listcomp_eng': 77.0, 'letterid_eng': 15.2, 'pw_eng': -9.5, 'idwrd_eng': -10.5, 'idnummag': -9.5, 'numrep': 57.3, 'bleffcomp': -73.0, 'wrdpblm': 13.3, 'patterns': 0.0}","{'listcomp_urd': (82.7, 156.0), 'letterid_urd': (60.7, 69.0), 'listcomp_eng': (56.0, 149.0), 'letterid_eng': (37.7, 77.0), 'pw_eng': (20.6, 33.0), 'idwrd_eng': (38.5, 47.0), 'idnummag': (166.4, 172.0), 'numrep': (81.8, 155.0), 'bleffcomp': (135.2, 69.0), 'wrdpblm': (125.5, 155.0), 'patterns': (149.7, 166.0)}",0.0897625,AA_8013413a-f6a1-4ac
15,8,8,2.0,2.0,136.6,32.8,"{'listcomp_urd': 45.7, 'letterid_urd': 0.0, 'letterid_eng': 2.1, 'pw_eng': 18.8, 'idnummag': -154.8, 'numrep': -196.1, 'bleffcomp': -196.6, 'patterns': -478.9}","{'listcomp_urd': (48.5, 93.0), 'letterid_urd': (66.2, 65.0), 'letterid_eng': (58.7, 126.0), 'pw_eng': (57.9, 28.0), 'idnummag': (25.7, 19.0), 'numrep': (6.2, 72.0), 'bleffcomp': (12.7, 93.0), 'patterns': (17.2, 23.0)}",0.11654125,AA_8078f394-0660-4be
17,8,8,1.0,5.0,20.0,6.7,"{'listcomp_urd': 58.4, 'idwrd_urd': -14.2, 'orf_urd': -10.8, 'rdcomp_urd': -15.3, 'listcomp_eng': 39.0, 'pw_eng': -11.0, 'idnummag': 11.0, 'numrep': 0.0}","{'listcomp_urd': (25.9, 99.0), 'idwrd_urd': (63.2, 70.0), 'orf_urd': (53.8, 60.0), 'rdcomp_urd': (26.2, 27.0), 'listcomp_eng': (8.1, 69.0), 'pw_eng': (102.2, 95.0), 'idnummag': (31.2, 56.0), 'numrep': (28.0, 47.0)}",0.0793425,AA_810c50e0-1c11-44b
13,10,9,2.0,5.0,16.6,12.6,"{'listcomp_urd': 38.0, 'letterid_urd': 3.2, 'idwrd_urd': -9.4, 'listcomp_eng': 43.6, 'letterid_eng': 0.0, 'idnummag': -20.7, 'numrep': 20.4, 'wrdpblm': -7.6, 'patterns': -6.7}","{'listcomp_urd': (29.9, 76.0), 'letterid_urd': (59.2, 74.0), 'idwrd_urd': (3.5, 11.0), 'listcomp_eng': (29.4, 85.0), 'letterid_eng': (19.4, 35.0), 'idnummag': (91.1, 53.0), 'numrep': (39.3, 70.0), 'wrdpblm': (67.9, 72.0), 'patterns': (5.2, 8.0)}",0.0678525,AA_81cc4088-35cb-41b
15,13,13,6.0,9.0,12.8,21.7,"{'listcomp_urd': 30.8, 'letterid_urd': 3.5, 'idwrd_urd': -1.4, 'orf_urd': -3.5, 'listcomp_eng': 35.8, 'letterid_eng': 0.0, 'pw_eng': 0.3, 'idwrd_eng': 2.6, 'idnummag': 11.8, 'numrep': -33.0, 'bleffcomp': -30.6, 'wrdpblm': -7.0, 'patterns': -5.7}","{'listcomp_urd': (23.8, 64.0), 'letterid_urd': (61.0, 75.0), 'idwrd_urd': (22.3, 31.0), 'orf_urd': (8.9, 46.0), 'listcomp_eng': (29.3, 61.0), 'letterid_eng': (60.8, 72.0), 'pw_eng': (1.7, 27.0), 'idwrd_eng': (1.0, 35.0), 'idnummag': (50.9, 75.0), 'numrep': (82.3, 58.0), 'bleffcomp': (24.6, 5.0), 'wrdpblm': (31.4, 34.0), 'patterns': (4.0, 11.0)}",0.0870425,AA_83e92973-f500-426
