arm,model,file,sub,machine_correct,machine_attempted,enum_correct,baseline_correct,n_pairs,tp,fp,fn,cost,error
audio,google/gemini-3.8-flash,AA_d99c7b13-c3a8-489,orf_urd,60.0,60.0,59.0,38.0,60.0,0.0,0.0,1.0,0.00845775,
audio,google/gemini-3.8-flash,AA_d99c7b13-c3a8-489,orf_eng,47.0,47.0,36.0,5.0,44.0,0.0,0.0,8.0,0.01026375,
audio,google/gemini-3.8-flash,AA_8c934dfb-1a72-492,idwrd_urd,24.0,25.0,18.0,2.0,24.0,1.0,0.0,5.0,0.00954375,
audio,google/gemini-3.8-flash,AA_8c934dfb-1a72-492,orf_urd,25.0,48.0,23.0,9.0,48.0,16.0,7.0,11.0,0.01604775,
audio,google/gemini-3.8-flash,AA_dff96b36-bded-45d,idwrd_urd,23.0,26.0,18.0,14.0,22.0,3.0,0.0,1.0,0.010455,
audio,google/gemini-3.8-flash,AA_dff96b36-bded-45d,orf_urd,35.0,42.0,36.0,22.0,42.0,6.0,1.0,1.0,0.00855525,
audio,google/gemini-3.8-flash,AA_dff96b36-bded-45d,orf_eng,16.0,21.0,15.0,5.0,21.0,4.0,1.0,2.0,0.016605,
audio,google/gemini-3.8-flash,AA_d297262c-ee74-4c9,idwrd_urd,1.0,6.0,0.0,2.0,4.0,3.0,0.0,1.0,0.01319625,
audio,google/gemini-3.8-flash,AA_55bff466-ee5d-48f,idwrd_urd,0.0,7.0,0.0,2.0,5.0,5.0,0.0,0.0,0.00818625,
audio,google/gemini-3.8-flash,AA_a37dfa4b-5be9-4b9,idwrd_urd,50.0,50.0,49.0,40.0,50.0,0.0,0.0,1.0,0.006045,
audio,google/gemini-3.8-flash,AA_a37dfa4b-5be9-4b9,orf_urd,59.0,60.0,59.0,42.0,60.0,1.0,0.0,0.0,0.008601,
audio,google/gemini-3.8-flash,AA_a8b75240-0f0f-44f,idwrd_urd,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.01023,
audio,google/gemini-3.8-flash,AA_731980f2-fda7-482,idwrd_urd,0.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.00773625,
audio,google/gemini-3.8-flash,AA_98d3878d-7611-485,idwrd_urd,41.0,46.0,42.0,37.0,46.0,3.0,2.0,0.0,0.01121325,
audio,google/gemini-3.8-flash,AA_98d3878d-7611-485,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.0047865,
audio,google/gemini-3.8-flash,AA_98d3878d-7611-485,orf_eng,59.0,59.0,57.0,46.0,59.0,0.0,0.0,2.0,0.009345,
audio,google/gemini-3.8-flash,AA_ab58d9ce-9e25-42f,idwrd_urd,36.0,50.0,38.0,30.0,50.0,11.0,3.0,1.0,0.01221375,
audio,google/gemini-3.8-flash,AA_ab58d9ce-9e25-42f,orf_urd,37.0,60.0,45.0,24.0,60.0,13.0,10.0,2.0,0.00834525,
audio,google/gemini-3.8-flash,AA_d53dbe59-66a4-415,idwrd_urd,1.0,5.0,0.0,1.0,5.0,4.0,0.0,1.0,0.01161375,
audio,google/gemini-3.8-flash,AA_d53dbe59-66a4-415,orf_eng,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.00593325,
audio,google/gemini-3.8-flash,AA_174662a2-7c83-461,orf_eng,0.0,11.0,1.0,5.0,6.0,5.0,1.0,0.0,0.006267,
audio,google/gemini-3.8-flash,AA_ece27ef7-9e9e-418,idwrd_urd,24.0,27.0,20.0,3.0,27.0,3.0,0.0,4.0,0.010905,
audio,google/gemini-3.8-flash,AA_ece27ef7-9e9e-418,orf_urd,3.0,4.0,0.0,0.0,4.0,1.0,0.0,3.0,0.00602025,
audio,google/gemini-3.8-flash,AA_ece27ef7-9e9e-418,orf_eng,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0047775,
audio,google/gemini-3.8-flash,AA_83e92973-f500-426,idwrd_urd,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0047325,
audio,google/gemini-3.8-flash,AA_83e92973-f500-426,orf_urd,6.0,6.0,0.0,2.0,6.0,0.0,0.0,6.0,0.00553275,
audio,google/gemini-3.8-flash,AA_3b6b6972-0052-450,idwrd_urd,23.0,25.0,13.0,6.0,19.0,1.0,1.0,5.0,0.01573125,
audio,google/gemini-3.8-flash,AA_3b6b6972-0052-450,orf_urd,19.0,26.0,17.0,5.0,26.0,5.0,2.0,5.0,0.01367775,
audio,google/gemini-3.8-flash,AA_3b6b6972-0052-450,orf_eng,5.0,5.0,0.0,4.0,5.0,0.0,0.0,5.0,0.00560625,
audio,google/gemini-3.8-flash,AA_2318428a-ea25-4cf,idwrd_urd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0051825,
audio,google/gemini-3.8-flash,AA_2318428a-ea25-4cf,orf_urd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00498525,
audio,google/gemini-3.8-flash,AA_2318428a-ea25-4cf,orf_eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046245,
audio,google/gemini-3.8-flash,AA_398f7981-c4b7-4fd,idwrd_urd,7.0,13.0,8.0,1.0,13.0,5.0,1.0,0.0,0.00865875,
audio,google/gemini-3.8-flash,AA_398f7981-c4b7-4fd,orf_urd,6.0,11.0,7.0,1.0,10.0,3.0,1.0,0.0,0.007479,
audio,google/gemini-3.8-flash,AA_398f7981-c4b7-4fd,orf_eng,0.0,6.0,0.0,2.0,5.0,5.0,0.0,0.0,0.00515625,
audio,google/gemini-3.8-flash,AA_6f2e975a-3208-448,idwrd_urd,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.008655,
audio,google/gemini-3.8-flash,AA_6f2e975a-3208-448,orf_urd,0.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0061965,
audio,google/gemini-3.8-flash,AA_6f2e975a-3208-448,orf_eng,0.0,3.0,0.0,5.0,3.0,3.0,0.0,0.0,0.006225,
audio,google/gemini-3.8-flash,AA_271887cf-1b78-4ce,idwrd_urd,23.0,31.0,28.0,18.0,31.0,7.0,1.0,2.0,0.0136875,
audio,google/gemini-3.8-flash,AA_271887cf-1b78-4ce,orf_urd,38.0,60.0,32.0,21.0,60.0,20.0,2.0,8.0,0.01209525,
audio,google/gemini-3.8-flash,AA_271887cf-1b78-4ce,orf_eng,24.0,38.0,16.0,5.0,36.0,9.0,5.0,9.0,0.010335,
audio,google/gemini-3.8-flash,AA_ba957417-5e7b-491,idwrd_urd,14.0,25.0,13.0,8.0,23.0,10.0,1.0,0.0,0.01245,
audio,google/gemini-3.8-flash,AA_ba957417-5e7b-491,orf_urd,33.0,36.0,19.0,12.0,35.0,3.0,0.0,13.0,0.0134715,
audio,google/gemini-3.8-flash,AA_2961fac7-aa9a-4de,idwrd_urd,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.007635,
audio,google/gemini-3.8-flash,AA_2961fac7-aa9a-4de,orf_urd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.005349,
audio,google/gemini-3.8-flash,AA_2961fac7-aa9a-4de,orf_eng,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.00579,
audio,google/gemini-3.8-flash,AA_e323a748-9ded-40c,idwrd_urd,47.0,50.0,48.0,41.0,50.0,1.0,2.0,1.0,0.01074375,
audio,google/gemini-3.8-flash,AA_e323a748-9ded-40c,orf_urd,58.0,60.0,60.0,41.0,60.0,0.0,2.0,0.0,0.00869775,
audio,google/gemini-3.8-flash,AA_e323a748-9ded-40c,orf_eng,23.0,59.0,55.0,12.0,59.0,3.0,33.0,1.0,0.01856625,
audio,google/gemini-3.8-flash,AA_6b23e6a2-c3d5-475,idwrd_urd,24.0,24.0,0.0,0.0,5.0,0.0,0.0,5.0,0.009135,
audio,google/gemini-3.8-flash,AA_284e5d4b-0271-4ce,idwrd_urd,45.0,50.0,47.0,35.0,50.0,2.0,3.0,1.0,0.016932,
audio,google/gemini-3.8-flash,AA_284e5d4b-0271-4ce,orf_urd,54.0,60.0,56.0,38.0,60.0,2.0,4.0,2.0,0.01465275,
audio,google/gemini-3.8-flash,AA_284e5d4b-0271-4ce,orf_eng,42.0,58.0,40.0,39.0,53.0,5.0,9.0,8.0,0.007875,
audio,google/gemini-3.8-flash,AA_bd035dbb-e421-480,idwrd_urd,49.0,50.0,50.0,12.0,50.0,0.0,1.0,0.0,0.007215,
audio,google/gemini-3.8-flash,AA_bd035dbb-e421-480,orf_urd,60.0,60.0,60.0,41.0,60.0,0.0,0.0,0.0,0.007254,
audio,google/gemini-3.8-flash,AA_bd035dbb-e421-480,orf_eng,51.0,59.0,55.0,46.0,59.0,1.0,7.0,3.0,0.01613625,
audio,google/gemini-3.8-flash,AA_0e2dac14-5204-4dc,orf_eng,1.0,9.0,1.0,1.0,6.0,4.0,1.0,1.0,0.009915,
audio,google/gemini-3.8-flash,AA_4f99136d-8961-4e8,idwrd_urd,19.0,22.0,19.0,7.0,22.0,3.0,0.0,1.0,0.0089625,
audio,google/gemini-3.8-flash,AA_4f99136d-8961-4e8,orf_urd,37.0,47.0,38.0,22.0,45.0,5.0,5.0,2.0,0.01231275,
audio,google/gemini-3.8-flash,AA_f7082921-2c6b-414,idwrd_urd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004755,
audio,google/gemini-3.8-flash,AA_f9d06535-01d9-432,idwrd_urd,16.0,20.0,35.0,2.0,20.0,1.0,3.0,1.0,0.0186675,
audio,google/gemini-3.8-flash,AA_d7e1f153-71b4-4e8,idwrd_urd,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0063375,
audio,google/gemini-3.8-flash,AA_bf833efb-b7bf-4a0,idwrd_urd,12.0,44.0,9.0,8.0,44.0,32.0,0.0,3.0,0.00814875,
audio,google/gemini-3.8-flash,AA_bf833efb-b7bf-4a0,orf_urd,27.0,37.0,32.0,21.0,37.0,5.0,5.0,8.0,0.01313025,
audio,google/gemini-3.8-flash,AA_bf833efb-b7bf-4a0,orf_eng,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,0.004935,
audio,google/gemini-3.8-flash,AA_de08d551-d829-448,idwrd_urd,16.0,20.0,14.0,7.0,19.0,3.0,1.0,2.0,0.01056375,
audio,google/gemini-3.8-flash,AA_de08d551-d829-448,orf_urd,15.0,20.0,14.0,3.0,20.0,5.0,0.0,2.0,0.011619,
audio,google/gemini-3.8-flash,AA_de08d551-d829-448,orf_eng,15.0,22.0,20.0,0.0,22.0,2.0,5.0,2.0,0.0101325,
audio,google/gemini-3.8-flash,AA_eb34954f-5621-459,idwrd_urd,39.0,50.0,44.0,35.0,50.0,3.0,8.0,3.0,0.01146,
audio,google/gemini-3.8-flash,AA_eb34954f-5621-459,orf_urd,47.0,60.0,59.0,43.0,59.0,1.0,12.0,0.0,0.01530525,
audio,google/gemini-3.8-flash,AA_be2450d2-2128-493,idwrd_urd,38.0,47.0,37.0,29.0,47.0,9.0,0.0,2.0,0.01518,
audio,google/gemini-3.8-flash,AA_be2450d2-2128-493,orf_urd,40.0,60.0,58.0,27.0,60.0,1.0,19.0,1.0,0.01941525,
audio,google/gemini-3.8-flash,AA_be2450d2-2128-493,orf_eng,53.0,59.0,45.0,21.0,59.0,1.0,5.0,13.0,0.00895875,
audio,google/gemini-3.8-flash,AA_158fcd1e-4d4e-4d0,idwrd_urd,28.0,35.0,22.0,2.0,28.0,1.0,4.0,5.0,0.01879875,
audio,google/gemini-3.8-flash,AA_977bf4d2-d71d-42b,idwrd_urd,49.0,50.0,45.0,26.0,50.0,1.0,0.0,4.0,0.01596,
audio,google/gemini-3.8-flash,AA_977bf4d2-d71d-42b,orf_urd,60.0,60.0,57.0,40.0,60.0,0.0,0.0,3.0,0.010134,
audio,google/gemini-3.8-flash,AA_977bf4d2-d71d-42b,orf_eng,55.0,59.0,51.0,6.0,59.0,0.0,4.0,6.0,0.00830625,
audio,google/gemini-3.8-flash,AA_1f684f13-e02a-48c,idwrd_urd,4.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0066525,
audio,google/gemini-3.8-flash,AA_1f684f13-e02a-48c,orf_urd,0.0,6.0,1.0,1.0,3.0,2.0,1.0,0.0,0.01001775,
audio,google/gemini-3.8-flash,AA_1f684f13-e02a-48c,orf_eng,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.01021875,
audio,google/gemini-3.8-flash,AA_5536eaa7-896f-423,idwrd_urd,50.0,50.0,49.0,46.0,50.0,0.0,0.0,1.0,0.0085725,
audio,google/gemini-3.8-flash,AA_5536eaa7-896f-423,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.00687525,
audio,google/gemini-3.8-flash,AA_5536eaa7-896f-423,orf_eng,55.0,59.0,58.0,51.0,59.0,0.0,4.0,2.0,0.00760125,
audio,google/gemini-3.8-flash,AA_19062548-6352-45b,orf_urd,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.00589275,
audio,google/gemini-3.8-flash,AA_955704af-dbd7-423,idwrd_urd,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.01102125,
audio,google/gemini-3.8-flash,AA_955704af-dbd7-423,orf_eng,0.0,7.0,0.0,2.0,5.0,5.0,0.0,0.0,0.00613875,
audio,google/gemini-3.8-flash,AA_9d92617a-c53f-43e,idwrd_urd,48.0,50.0,49.0,45.0,50.0,0.0,2.0,1.0,0.01321125,
audio,google/gemini-3.8-flash,AA_9d92617a-c53f-43e,orf_urd,58.0,60.0,60.0,43.0,60.0,0.0,2.0,0.0,0.01064775,
audio,google/gemini-3.8-flash,AA_9d92617a-c53f-43e,orf_eng,55.0,59.0,59.0,58.0,59.0,0.0,4.0,1.0,0.01370625,
audio,google/gemini-3.8-flash,AA_1e4a7c58-e85a-483,idwrd_urd,9.0,15.0,6.0,5.0,14.0,6.0,0.0,2.0,0.00963,
audio,google/gemini-3.8-flash,AA_1e4a7c58-e85a-483,orf_urd,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0051915,
audio,google/gemini-3.8-flash,AA_1e4a7c58-e85a-483,orf_eng,1.0,5.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0111975,
audio,google/gemini-3.8-flash,AA_0d43f0f6-2d6b-44e,idwrd_urd,47.0,50.0,49.0,39.0,50.0,1.0,2.0,0.0,0.01401,
audio,google/gemini-3.8-flash,AA_0d43f0f6-2d6b-44e,orf_urd,58.0,60.0,59.0,43.0,60.0,0.0,2.0,1.0,0.018504,
audio,google/gemini-3.8-flash,AA_0d43f0f6-2d6b-44e,orf_eng,59.0,59.0,52.0,49.0,59.0,0.0,0.0,7.0,0.0080625,
audio,google/gemini-3.8-flash,AA_48d71665-bb15-401,idwrd_urd,46.0,50.0,45.0,41.0,46.0,2.0,1.0,0.0,0.00775125,
audio,google/gemini-3.8-flash,AA_48d71665-bb15-401,orf_urd,57.0,60.0,57.0,41.0,60.0,2.0,1.0,1.0,0.011619,
audio,google/gemini-3.8-flash,AA_48d71665-bb15-401,orf_eng,11.0,12.0,1.0,8.0,6.0,1.0,0.0,4.0,0.0072075,
audio,google/gemini-3.8-flash,AA_b041c30a-d404-49f,idwrd_urd,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.00803325,
audio,google/gemini-3.8-flash,AA_b041c30a-d404-49f,orf_urd,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0062415,
audio,google/gemini-3.8-flash,AA_b041c30a-d404-49f,orf_eng,0.0,4.0,0.0,1.0,4.0,4.0,0.0,0.0,0.007125,
audio,google/gemini-3.8-flash,AA_135c74c9-c70c-435,idwrd_urd,0.0,30.0,1.0,0.0,6.0,5.0,1.0,0.0,0.00768,
audio,google/gemini-3.8-flash,AA_c073035b-93b5-46e,idwrd_urd,39.0,50.0,18.0,11.0,40.0,10.0,0.0,12.0,0.00954,
audio,google/gemini-3.8-flash,AA_810c50e0-1c11-44b,idwrd_urd,47.0,47.0,44.0,30.0,47.0,0.0,0.0,3.0,0.008775,
audio,google/gemini-3.8-flash,AA_810c50e0-1c11-44b,orf_urd,57.0,60.0,60.0,34.0,60.0,0.0,3.0,0.0,0.007824,
audio,google/gemini-3.8-flash,AA_211f7272-f101-442,idwrd_urd,48.0,50.0,46.0,18.0,50.0,0.0,2.0,4.0,0.01018875,
audio,google/gemini-3.8-flash,AA_211f7272-f101-442,orf_urd,60.0,60.0,55.0,31.0,60.0,0.0,0.0,5.0,0.007779,
audio,google/gemini-3.8-flash,AA_211f7272-f101-442,orf_eng,47.0,59.0,56.0,7.0,59.0,1.0,11.0,2.0,0.01485375,
audio,google/gemini-3.8-flash,AA_b929908f-532d-4e7,orf_urd,40.0,44.0,60.0,11.0,44.0,0.0,4.0,0.0,0.01583025,
audio,google/gemini-3.8-flash,AA_1972026f-6357-47c,idwrd_urd,27.0,42.0,50.0,11.0,42.0,0.0,15.0,0.0,0.0096525,
audio,google/gemini-3.8-flash,AA_1972026f-6357-47c,orf_urd,57.0,60.0,55.0,4.0,55.0,0.0,3.0,0.0,0.017544,
audio,google/gemini-3.8-flash,AA_1972026f-6357-47c,orf_eng,38.0,44.0,30.0,4.0,39.0,2.0,3.0,5.0,0.0092625,
audio,google/gemini-3.8-flash,AA_0f412e35-93b8-4b7,idwrd_urd,29.0,35.0,24.0,3.0,35.0,6.0,0.0,5.0,0.009357,
audio,google/gemini-3.8-flash,AA_0f412e35-93b8-4b7,orf_urd,41.0,60.0,51.0,26.0,60.0,7.0,12.0,2.0,0.01536525,
audio,google/gemini-3.8-flash,AA_0f412e35-93b8-4b7,orf_eng,5.0,10.0,0.0,5.0,5.0,4.0,0.0,1.0,0.00634125,
audio,google/gemini-3.8-flash,AA_8e03896a-2912-496,idwrd_urd,47.0,47.0,33.0,15.0,41.0,0.0,0.0,8.0,0.01175325,
audio,google/gemini-3.8-flash,AA_8e03896a-2912-496,orf_urd,38.0,60.0,55.0,19.0,60.0,4.0,18.0,1.0,0.01238775,
audio,google/gemini-3.8-flash,AA_8e03896a-2912-496,orf_eng,0.0,7.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0092025,
audio,google/gemini-3.8-flash,AA_2a65f1d9-b974-45b,idwrd_urd,50.0,50.0,50.0,34.0,50.0,0.0,0.0,1.0,0.00756825,
audio,google/gemini-3.8-flash,AA_2a65f1d9-b974-45b,orf_urd,37.0,60.0,59.0,14.0,60.0,0.0,23.0,1.0,0.01013775,
audio,google/gemini-3.8-flash,AA_2a65f1d9-b974-45b,orf_eng,57.0,59.0,57.0,37.0,59.0,0.0,2.0,3.0,0.01357125,
audio,google/gemini-3.8-flash,AA_75469b92-e2a1-44e,orf_urd,0.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,0.00785475,
audio,google/gemini-3.5-flash-lite,AA_eaf07843-14a1-4e9,idwrd_urd,50.0,50.0,29.0,4.0,29.0,0.0,0.0,0.0,0.002424,
audio,google/gemini-3.5-flash-lite,AA_eaf07843-14a1-4e9,orf_urd,48.0,60.0,48.0,12.0,53.0,4.0,7.0,1.0,0.0027556,
audio,google/gemini-3.5-flash-lite,AA_eaf07843-14a1-4e9,orf_eng,56.0,57.0,36.0,7.0,43.0,0.0,0.0,7.0,0.003504,
audio,google/gemini-3.5-flash-lite,AA_aa8eabb8-8f23-448,idwrd_urd,50.0,50.0,48.0,40.0,50.0,0.0,0.0,2.0,0.0031765,
audio,google/gemini-3.5-flash-lite,AA_aa8eabb8-8f23-448,orf_urd,56.0,60.0,60.0,42.0,60.0,0.0,4.0,0.0,0.0036981,
audio,google/gemini-3.5-flash-lite,AA_aa8eabb8-8f23-448,orf_eng,59.0,59.0,56.0,34.0,59.0,0.0,0.0,3.0,0.0034665,
audio,google/gemini-3.5-flash-lite,AA_b2abea24-c5e2-478,idwrd_urd,50.0,50.0,48.0,38.0,50.0,0.0,0.0,2.0,0.005549,
audio,google/gemini-3.5-flash-lite,AA_b2abea24-c5e2-478,orf_urd,59.0,59.0,60.0,40.0,59.0,0.0,0.0,0.0,0.0027556,
audio,google/gemini-3.5-flash-lite,AA_b2abea24-c5e2-478,orf_eng,59.0,59.0,60.0,47.0,59.0,0.0,0.0,0.0,0.0034865,
audio,google/gemini-3.5-flash-lite,AA_34eb5079-1c89-41d,idwrd_urd,0.0,2.0,10.0,3.0,2.0,2.0,0.0,0.0,0.002409,
audio,google/gemini-3.5-flash-lite,AA_34eb5079-1c89-41d,orf_urd,0.0,60.0,12.0,2.0,19.0,7.0,12.0,0.0,0.0036781,
audio,google/gemini-3.5-flash-lite,AA_34eb5079-1c89-41d,orf_eng,1.0,59.0,10.0,4.0,21.0,10.0,10.0,0.0,0.0035265,
audio,google/gemini-3.5-flash-lite,AA_44e68d46-79a6-402,orf_urd,59.0,60.0,60.0,42.0,60.0,0.0,1.0,0.0,0.0027706,
audio,google/gemini-3.5-flash-lite,AA_44e68d46-79a6-402,orf_eng,51.0,58.0,52.0,38.0,57.0,0.0,7.0,5.0,0.0035165,
audio,google/gemini-3.5-flash-lite,AA_b47c2091-d93e-49d,idwrd_urd,50.0,50.0,50.0,39.0,50.0,0.0,0.0,0.0,0.0024115,
audio,google/gemini-3.5-flash-lite,AA_b47c2091-d93e-49d,orf_urd,51.0,60.0,60.0,42.0,60.0,0.0,9.0,0.0,0.0036681,
audio,google/gemini-3.5-flash-lite,AA_b47c2091-d93e-49d,orf_eng,52.0,59.0,54.0,44.0,59.0,1.0,6.0,5.0,0.0034965,
audio,google/gemini-3.5-flash-lite,AA_b68b3349-98b4-4c6,idwrd_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002419,
audio,google/gemini-3.5-flash-lite,AA_b68b3349-98b4-4c6,orf_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027381,
audio,google/gemini-3.5-flash-lite,AA_b68b3349-98b4-4c6,orf_eng,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.003489,
audio,google/gemini-3.5-flash-lite,AA_05ebc0d7-bc26-4ab,idwrd_urd,10.0,20.0,14.0,5.0,16.0,2.0,4.0,0.0,0.002439,
audio,google/gemini-3.5-flash-lite,AA_05ebc0d7-bc26-4ab,orf_urd,4.0,11.0,20.0,2.0,11.0,4.0,3.0,0.0,0.0027456,
audio,google/gemini-3.5-flash-lite,AA_5f48be27-6ed5-42e,idwrd_urd,50.0,50.0,5.0,0.0,9.0,0.0,0.0,4.0,0.0024115,
audio,google/gemini-3.5-flash-lite,AA_268319c5-6f94-4a8,orf_urd,40.0,60.0,30.0,16.0,33.0,1.0,5.0,2.0,0.0036756,
audio,google/gemini-3.5-flash-lite,AA_268319c5-6f94-4a8,orf_eng,0.0,7.0,0.0,5.0,5.0,5.0,0.0,0.0,0.002599,
audio,google/gemini-3.5-flash-lite,AA_6d4a8671-522e-4cc,idwrd_urd,2.0,17.0,19.0,4.0,17.0,1.0,14.0,0.0,0.002419,
audio,google/gemini-3.5-flash-lite,AA_6d4a8671-522e-4cc,orf_urd,60.0,60.0,31.0,3.0,33.0,0.0,0.0,2.0,0.0036581,
audio,google/gemini-3.5-flash-lite,AA_6d4a8671-522e-4cc,orf_eng,33.0,57.0,52.0,27.0,57.0,2.0,22.0,4.0,0.0035165,
audio,google/gemini-3.5-flash-lite,AA_5e864c07-25df-4cc,idwrd_urd,46.0,50.0,49.0,44.0,50.0,0.0,4.0,1.0,0.002414,
audio,google/gemini-3.5-flash-lite,AA_5e864c07-25df-4cc,orf_urd,60.0,60.0,59.0,43.0,60.0,0.0,0.0,1.0,0.0036531,
audio,google/gemini-3.5-flash-lite,AA_5e864c07-25df-4cc,orf_eng,49.0,59.0,50.0,48.0,59.0,2.0,8.0,7.0,0.0035015,
audio,google/gemini-3.5-flash-lite,AA_1bb7fdea-6bc2-422,idwrd_urd,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.002419,
audio,google/gemini-3.5-flash-lite,AA_788dfa6a-d7ba-413,idwrd_urd,50.0,50.0,48.0,44.0,50.0,0.0,0.0,2.0,0.003199,
audio,google/gemini-3.5-flash-lite,AA_788dfa6a-d7ba-413,orf_urd,59.0,60.0,60.0,42.0,60.0,0.0,1.0,0.0,0.0036681,
audio,google/gemini-3.5-flash-lite,AA_788dfa6a-d7ba-413,orf_eng,54.0,59.0,53.0,55.0,59.0,0.0,5.0,6.0,0.003494,
audio,google/gemini-3.5-flash-lite,AA_93ae4640-bf92-45b,idwrd_urd,49.0,50.0,50.0,43.0,50.0,0.0,1.0,0.0,0.003189,
audio,google/gemini-3.5-flash-lite,AA_93ae4640-bf92-45b,orf_urd,44.0,44.0,60.0,28.0,44.0,0.0,0.0,0.0,0.0036756,
audio,google/gemini-3.5-flash-lite,AA_93ae4640-bf92-45b,orf_eng,37.0,59.0,57.0,17.0,59.0,0.0,22.0,2.0,0.003514,
audio,google/gemini-3.5-flash-lite,AA_ceea038f-3411-4c4,idwrd_urd,50.0,50.0,48.0,41.0,50.0,0.0,0.0,2.0,0.002424,
audio,google/gemini-3.5-flash-lite,AA_ceea038f-3411-4c4,orf_urd,50.0,60.0,60.0,43.0,60.0,0.0,10.0,0.0,0.0027706,
audio,google/gemini-3.5-flash-lite,AA_ceea038f-3411-4c4,orf_eng,46.0,47.0,55.0,43.0,47.0,0.0,1.0,4.0,0.0035215,
audio,google/gemini-3.5-flash-lite,AA_cc3e50b9-d8fd-494,idwrd_urd,32.0,33.0,27.0,14.0,32.0,1.0,0.0,4.0,0.003184,
audio,google/gemini-3.5-flash-lite,AA_cc3e50b9-d8fd-494,orf_urd,12.0,49.0,31.0,10.0,35.0,5.0,18.0,0.0,0.0027606,
audio,google/gemini-3.5-flash-lite,AA_29cbf33e-8ec1-4da,idwrd_urd,48.0,50.0,44.0,41.0,50.0,2.0,0.0,4.0,0.0055865,
audio,google/gemini-3.5-flash-lite,AA_29cbf33e-8ec1-4da,orf_urd,60.0,60.0,60.0,43.0,60.0,0.0,0.0,0.0,0.0062481,
audio,google/gemini-3.5-flash-lite,AA_29cbf33e-8ec1-4da,orf_eng,54.0,59.0,59.0,48.0,59.0,1.0,4.0,0.0,0.003509,
audio,google/gemini-3.5-flash-lite,AA_05729872-0031-4b1,idwrd_urd,31.0,41.0,27.0,24.0,32.0,3.0,5.0,2.0,0.002414,
audio,google/gemini-3.5-flash-lite,AA_05729872-0031-4b1,orf_urd,27.0,36.0,30.0,21.0,36.0,5.0,4.0,2.0,0.0036756,
audio,google/gemini-3.5-flash-lite,AA_05729872-0031-4b1,orf_eng,6.0,7.0,1.0,2.0,7.0,1.0,0.0,5.0,0.003474,
audio,google/gemini-3.5-flash-lite,AA_3a4a571d-875c-4bb,idwrd_urd,22.0,35.0,24.0,22.0,32.0,4.0,7.0,4.0,0.002424,
audio,google/gemini-3.5-flash-lite,AA_3a4a571d-875c-4bb,orf_urd,44.0,49.0,38.0,27.0,46.0,4.0,1.0,4.0,0.0036831,
audio,google/gemini-3.5-flash-lite,AA_3a4a571d-875c-4bb,orf_eng,18.0,23.0,17.0,19.0,22.0,1.0,4.0,4.0,0.0026115,
audio,google/gemini-3.5-flash-lite,AA_c82929c2-05b6-468,idwrd_urd,0.0,20.0,0.0,0.0,5.0,5.0,0.0,0.0,0.003179,
audio,google/gemini-3.5-flash-lite,AA_c82929c2-05b6-468,orf_urd,0.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0062656,
audio,google/gemini-3.5-flash-lite,AA_c82929c2-05b6-468,orf_eng,0.0,3.0,0.0,4.0,3.0,3.0,0.0,0.0,0.003499,
audio,google/gemini-3.5-flash-lite,AA_dd56a505-4ac7-4d1,idwrd_urd,5.0,30.0,0.0,0.0,5.0,2.0,0.0,3.0,0.003219,
